SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,101 SW 12th Ave,Miami,FL,33130,4500000,,,LAWRENCE ESTATE LAND CO,,13950,,57,,,Active,,,https://www.redfin.com/FL/Miami/101-SW-12th-Ave-33130/home/171264267,MARMLS,A11433034,N,Y,25.7723369,-80.2143993
MLS Listing,,Vacant Land,175 SW 7th St Suite 1900-22,Miami,FL,33130,999,,,Miami,,40000,,57,,,Active,,,https://www.redfin.com/FL/Miami/175-SW-7th-St-33130/home/183362430,MARMLS,A11433334,N,Y,25.7676296,-80.1969713
MLS Listing,,Condo/Co-op,999 SW 1st Ave #2306,Miami,FL,33130,799000,2,2.0,NINE AT MARY BRICKELL VIL,1369,,2015,57,584,1335,Active,,,https://www.redfin.com/FL/Miami/999-SW-1st-Ave-33130/unit-2306/home/110129812,MARMLS,A11432089,N,Y,25.7646567,-80.19497
MLS Listing,,Condo/Co-op,999 SW 1st Ave Ph 06,Miami,FL,33130,827000,2,2.0,Nine At Mary Brickell Vil,1268,,2015,57,652,1236,Active,,,https://www.redfin.com/FL/Miami/999-SW-1st-Ave-33130/unit-06/home/110130397,Beaches MLS,F10394613,N,Y,25.7646567,-80.19497
MLS Listing,,Condo/Co-op,801 S Miami Ave Ph 5601,Miami,FL,33130,2750000,3,3.5,801 SMA RESIDENCES CONDO,1782,,2018,57,1543,,Active,,,https://www.redfin.com/FL/Miami/801-S-Miami-Ave-33130/unit-5601/home/79137472,MARMLS,A11432810,N,Y,25.765952,-80.1930337
MLS Listing,,Condo/Co-op,88 SW 7th St #2612,Miami,FL,33130,1689999,3,3.5,RISE CONDO,1664,,2016,58,1016,1999,Active,,,https://www.redfin.com/FL/Miami/88-SW-7th-St-33130/unit-2612/home/110070283,MARMLS,A11432507,N,Y,25.7672413,-80.1946765
MLS Listing,,Condo/Co-op,88 SW 7th St #3707,Miami,FL,33130,795000,1,1.5,RISE CONDO,997,,2016,59,797,1198,Active,,,https://www.redfin.com/FL/Miami/88-SW-7th-St-33130/unit-3707/home/110142050,MARMLS,A11431892,N,Y,25.7672413,-80.1946765
MLS Listing,,Condo/Co-op,999 SW 1st Ave #2301,Miami,FL,33130,500000,1,1.0,NINE AT MARY BRICKELL VIL,762,,2015,61,656,,Active,,,https://www.redfin.com/FL/Miami/999-SW-1st-Ave-33130/unit-2301/home/110129661,MARMLS,A11428031,N,Y,25.7646567,-80.19497
MLS Listing,,Condo/Co-op,,Miami,FL,33130,1195000,2,2.5,,1400,,2016,61,854,1682,Active,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33130/home/110141764,MARMLS,A11430271,N,Y,25.7672413,-80.1946765
MLS Listing,,Condo/Co-op,55 SW 9th St #4001,Miami,FL,33130,1200000,3,3.5,BRICKELL HEIGHTS WEST CON,1290,,2017,62,930,1572,Active,,,https://www.redfin.com/FL/Miami/55-SW-9th-St-33130/unit-4001/home/79138309,MARMLS,A11430357,N,Y,25.7656252,-80.1938705
MLS Listing,,Condo/Co-op,,Miami,FL,33130,660000,2,2.0,,1195,,2015,62,552,945,Active,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33130/home/55273175,MARMLS,A11430745,N,Y,25.7632808,-80.1935465
MLS Listing,,Condo/Co-op,,Miami,FL,33130,607000,2,2.0,,1013,,2008,63,599,847,Active,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33130/home/43470915,MARMLS,A11430372,N,Y,25.7628418,-80.194655
MLS Listing,,Condo/Co-op,999 SW 1st Ave #1513,Miami,FL,33130,525000,1,1.0,NINE AT MARY BRICKELL VIL,945,,2015,63,556,921,Active,,,https://www.redfin.com/FL/Miami/999-SW-1st-Ave-33130/unit-1513/home/110129570,MARMLS,A11429995,N,Y,25.7646567,-80.19497
MLS Listing,,Multi-Family (2-4 Unit),828 SW 2nd St,Miami,FL,33130,1999990,,,BRICKELL RIVERVIEW,5448,,1966,66,367,,Active,,,https://www.redfin.com/FL/Miami/828-SW-2nd-St-33130/home/42754520,MARMLS,A11427937,N,Y,25.7715173,-80.2082748
MLS Listing,,Condo/Co-op,801 S Miami Ave #3707,Miami,FL,33130,669969,1,2.0,801 SMA RESIDENCES CONDO,866,,2018,68,774,1101,Active,,,https://www.redfin.com/FL/Miami/801-S-Miami-Ave-33130/unit-3707/home/79137610,MARMLS,A11427291,N,Y,25.765952,-80.1930337
MLS Listing,,Condo/Co-op,1010 SW 2nd Ave #1901,Miami,FL,33130,580000,2,2.0,BRICKELL TEN CONDO,933,,2016,72,622,1482,Active,,,https://www.redfin.com/FL/Miami/1010-SW-2nd-Ave-33130/unit-1901/home/144868451,MARMLS,A11425259,N,Y,25.7640547,-80.197706
MLS Listing,,Condo/Co-op,185 SW 7 St #1508,Miami,FL,33130,410000,1,1.0,LATITUDE ON THE RIVER,783,,2007,72,524,683,Active,,,https://www.redfin.com/FL/Miami/185-SW-7th-St-33130/unit-1508/home/43379266,MARMLS,A11424401,N,Y,25.7681678,-80.1969651
MLS Listing,,Condo/Co-op,60 SW 13th St #2021,Miami,FL,33130,430000,1,1.0,INFINITY AT BRICKELL COND,702,,2008,72,613,650,Active,,,https://www.redfin.com/FL/Miami/60-SW-13th-St-33130/unit-2021/home/43421362,MARMLS,A11424437,N,Y,25.7609697,-80.1943717
MLS Listing,,Condo/Co-op,92 SW 3rd St #2303,Miami,FL,33130,750000,2,2.5,MINT CONDO,1235,,2010,72,607,2554,Active,,,https://www.redfin.com/FL/Miami/92-SW-3rd-St-33130/unit-2303/home/43452178,MARMLS,A11424714,N,Y,25.7700997,-80.1950909
MLS Listing,,Condo/Co-op,1300 S Miami Ave #2706,Miami,FL,33130,1040000,3,2.5,1300 S MIAMI AVENUE CONDO,1154,,2016,73,901,8,Active,,,https://www.redfin.com/FL/Miami/1300-S-Miami-Ave-33130/unit-2706/home/56742610,MARMLS,A11424381,N,Y,25.7612047,-80.1935966
MLS Listing,,Condo/Co-op,60 SW 13th St #3000,Miami,FL,33130,1595000,3,3.5,INFINITY AT BRICKELL COND,2415,,2008,75,660,2543,Active,,,https://www.redfin.com/FL/Miami/60-SW-13th-St-33130/unit-3000/home/43450576,MARMLS,A11416345,N,Y,25.7609697,-80.1943717
MLS Listing,,Condo/Co-op,690 SW 1st Ct #1732,Miami,FL,33130,380500,1,1.0,NEO VERTIKA CONDO,638,,2006,76,596,597,Active,,,https://www.redfin.com/FL/Miami/690-SW-1st-Ct-33130/unit-1732/home/43348641,MARMLS,A11421979,N,Y,25.7680417,-80.1961311
MLS Listing,,Vacant Land,734 SW 4th St,Miami,FL,33130,2790000,,,CITY OF MIAMI SOUTH,,7500,,78,,,Active,,,https://www.redfin.com/FL/Miami/734-SW-4th-St-33130/home/42682555,MARMLS,A11421910,N,Y,25.7696698,-80.2066623
MLS Listing,,Condo/Co-op,55 SW 9th St #3906,Miami,FL,33130,1700000,3,3.5,BRICKELL HEIGHTS WEST CON,1290,,2017,78,1318,1526,Active,,,https://www.redfin.com/FL/Miami/55-SW-9th-St-33130/unit-3906/home/79135231,MARMLS,A11421817,N,Y,25.7656252,-80.1938705
